Team ID,Team,Region,Country,Track,Size,Status,Year,Wiki,Section,Medal,Award,Parts,Title,Abstract
1295,RAMNOTIREN_CALGARY,North America,Canada,,13,Accepted,2014,http://2014.igem.org/Team:RAMNOTIREN_CALGARY,High School,,,,"-- Not provided yet --
","-- No abstract provided yet --
"
1304,Ravenwood_Raptors,North America,United States,,9,Accepted,2014,http://2014.igem.org/Team:Ravenwood_Raptors,High School,,,,"-- Not provided yet --
","-- No abstract provided yet --
"
1476,Reading,Europe,United Kingdom,Energy,16,Accepted,2014,http://2014.igem.org/Team:Reading,Collegiate,bronze medal,,BBa_K1476000;BBa_K1476001;BBa_K1476002;BBa_K1476003;BBa_K1476004,"Cyanobacterial photovoltaic cell: electrons from unexpected places
","Photovoltaics are one of the main sources of renewable energy and are likely to become more widely used in the future, but their production is expensive and involves toxic materials. Biological photovoltaics (BPVs) have the potential to provide a cheaper and more sustainable alternative, especially where energy demand is lower. They could power the social, welfare and economic growth for the 1.2 billion people without access to electricity. BPVs take advantage of photosynthetic organisms by harnessing the electrons they produce from water and sunlight. We aim to increase their output by redirecting electron flow in the cyanobacteria Synechocystis sp. PCC 6803. To achieve this we have targeted areas in the photosynthetic electron transport chain to increase electrons, and pilus production to improve transfer to the anode.
"
1708,Reading,Europe,United Kingdom,Energy,17,Accepted,2015,http://2015.igem.org/Team:Reading,Collegiate,,,,"Innovating living photovoltaics: Renewable energy from Cyanobacteria 
","Conventional photovoltaics provide a clean source of renewable energy but have the disadvantages of being expensive and containing toxic materials. This years iGEM project was to develop a cheaper, non-toxic, alternative to conventional fuel cells; using synthetic biology. Biological photovoltaics (BPV) are a promising candidate to provide an alternative. Our BPV uses the Cyanobacterium Synechocystis sp. PCC 6803 as the electron source. Using a purpose built fuel cell and Synechocystis, which has been genetically modified to improve interactions between the bacterium and the anode surface, enables the BPV to generate a greater voltage. This BPV will be considered for large scale usage in homes and communities worldwide as a cheap, simple and clean alternative to conventional energy sources. 

"
486,Registry_Example,North America,,,4,Accepted,2005,http://2005.igem.org/Team:Registry_Example,Collegiate,blocked medal,,BBa_J14430;BBa_J14453;BBa_J14456;BBa_J14457;BBa_J14458;BBa_J14459;BBa_J14461;BBa_J14462;BBa_J14463;BBa_J14464;BBa_J14465;BBa_J14466;BBa_J14467;BBa_S01018;BBa_S03316;BBa_S03321;BBa_S03419;BBa_J14011;BBa_J14018;BBa_J14452;BBa_J14454;BBa_J14455;BBa_J70029;BBa_J70300;BBa_J70301;BBa_J70500;BBa_J70634;BBa_J70635;BBa_J70636;BBa_J70655;BBa_S01015;BBa_S01016;BBa_S01017;BBa_S01019;BBa_S01020;BBa_S01021;BBa_S01023;BBa_S03170;BBa_S03306;BBa_S03307;BBa_S03308;BBa_S03309;BBa_S03310;BBa_S03311;BBa_S03312;BBa_S03313;BBa_S03314;BBa_S03315;BBa_S03317;BBa_S03318;BBa_S03322;BBa_S03410;BBa_S03412;BBa_S03414;BBa_S03415;BBa_S03421;BBa_S03422;BBa_S03423;BBa_T3333;BBa_V1010;BBa_V1014,"-- Not provided yet --
","-- No abstract provided yet --
"
840,RHIT,North America,United States,New Application,9,Accepted,2012,http://2012.igem.org/Team:RHIT,Collegiate,,,,"Checkmate: A Rapid Yeast Mating Type Detector
","Easily manipulated genetics make the yeast Saccharomyces cerevisiae a versatile and widely used model eukaryote. To progress, researchers must often determine the mating type of haploid strains, which typically takes days. The goal of our project is to reduce that time to hours. So we designed a novel promoter harboring Ste12 and LexA binding sequences and placed it upstream of an ORF encoding a red fluorescent reporter fused to LexA binding and VP64 activator domains. Others have shown that this fusion protein induces its own expression from a LexA promoter. We propose that Ste12, activated in the pheromone response pathway, will bind the hybrid promoter and induce expression of the fusion protein, which will amplify and maintain its own expression. Therefore, when mating pheromone receptors on a haploid harboring this latch-type circuit are bound and activated, the cell will fluoresce and function as a rapid mating type detector.
"
1154,RHIT,North America,United States,Foundational Advance,8,Accepted,2013,http://2013.igem.org/Team:RHIT,Collegiate,bronze medal,,BBa_K1154000;BBa_K1154001;BBa_K1154002;BBa_K1154003;BBa_K1154004;BBa_K1154005;BBa_K1154006,"Constructing a Unique Platform for Interspecies-Dependence (CUPID): The evolution of multicellular machines.
","CUPID aims for stable obligate symbiosis for the model prokaryote Escherichia coli (bacteria) and the model eukaryote Saccharomyces cerevisiae (yeast). We address this goal by constructing a unique platform for interspecies-dependence based on inducible expression of a required histidine biosynthetic gene (HIS) in each species. Expression of the bacterial HIS gene is induced by lactic acid produced by constitutive expression of a lactate dehydrogenase gene in the eukaryote. Expression of the yeast HIS gene is induced by the binding of its mating factor receptor to mating factor expressed constitutively on the surface of the prokaryote. Histidine deprivation necessitates physical contact and symbiosis for survival. Such pressure may facilitate evolution of a stable exosymbiotic form of the two species. Study of isolates and further manipulation could provide insight into the use of obligate symbiosis in synthetic biology and yield a chassis for the synthesis of novel multicellular machines.
"
1501,RHIT,North America,United States,Foundational Advance,9,Accepted,2014,http://2014.igem.org/Team:RHIT,Collegiate,,,,"Synthetic Unity
","Our project explores synthetic obligate mutualism as a means to produce novel, multi-species chassis as foundations for innovative synthetic biological applications. These applications could exploit unique biochemical potentials emerging within chimeric systems. Here we explore the pairing of Saccharomyces cerevisiae and Escherichia coli by constructing genetic circuits for reciprocal induction of essential histidine biosynthetic genes. Since one species relies on the other for induction of their own essential gene, mutualism is obligatory. Another key component of our efforts addresses the need for effective interactive models to facilitate teaching and understanding of synthetic biology concepts. Victor the Vector is an electromechanical device, which combines circuits and software to not only model components of our project; but to facilitate understanding of gene regulation and the synthesis of genetic circuits. In toto, Team RHIT strives to stimulate innovation and education in synthetic biology.
"
1729,RHIT,North America,United States,Manufacturing,6,Accepted,2015,http://2015.igem.org/Team:RHIT,Collegiate,bronze medal,,BBa_K1729001;BBa_K1729002,"MitochONdriOFF: Controlling Aerobic Respiration
","The yeast Saccharomyces cerevisiae is used industrially to produce valuable products via fermentation. Many of these products are produced under anaerobic conditions, when the electron transport chain in mitochondria lacks the terminal electron acceptor and oxidative phosphorylation ceases. The goal of our project is to control aerobic respiration by manipulating the expression of mitochondrial ribosomal protein S12. This protein, which is encoded by the nuclear MRPS12 gene, is essential for the function of mitochondrial ribosomes and the synthesis of key components of the electron transport chain. We propose that the production of secondary metabolites in yeast could be optimized by purposefully regulating aerobic respiration during industrial fermentations.
"
2077,RHIT,North America,United States,Manufacturing,11,Accepted,2016,http://2016.igem.org/Team:RHIT,Collegiate,bronze medal,,BBa_K2077000;BBa_K2077001;BBa_K2077002,"Mito Morphin Power Yeast: Controlling Translation in Yeast Mitochondria
","Saccharomyces cerevisiae is used in a variety of valuable industrial processes. Its ability to grow and replicate utilizing aerobic respiration or fermentation, and its ability to survive without functional mitochondria, provide opportunities to control or alter mitochondrial function to optimize production processes or develop novel cellular subsystems in the mitochondrial space. To begin exploring these opportunities, we adapted two commonly used yeast expression vectors to the RFC 10 standard and used them to express yEGFP preceded by the mitochondrial localization signal from the mitoribosomal protein mRPS12. In addition, we attempted to demonstrate that aerobic respiration can be controlled by manipulating the expression of mRPS12.  Without mRPS12, yeast mitochondria lack a functioning ribosome and become unable to produce proteins necessary for aerobic respiration.  By expressing the mRPS12 protein in a haploid mRPS12 knockout strain, we investigated its usefulness as a means of regulating aerobic respiration in Saccharomyces cerevisiae.
"
44,Rice,North America,United States,Medical,18,Accepted,2007,http://2007.igem.org/Team:Rice,Collegiate,blocked medal,,BBa_I744204;BBa_I744101;BBa_I744102;BBa_I744103;BBa_I744104;BBa_I744111;BBa_I744121;BBa_I744201;BBa_I744202;BBa_I744203;BBa_I744206;BBa_I744208;BBa_I744210;BBa_I744212;BBa_I744214,"-- Not provided yet --
","-- No abstract provided yet --
"
457,Rice,North America,,,21,Accepted,2006,http://2006.igem.org/Team:Rice,Collegiate,blocked medal,,BBa_J51000;BBa_J51001;BBa_J51002;BBa_J51003;BBa_S03758,"-- Not provided yet --
","-- No abstract provided yet --
"
1878,Rice,North America,United States,Diagnostics,21,Accepted,2016,http://2016.igem.org/Team:Rice,Collegiate,silver medal,,BBa_K1878000;BBa_K1878001;BBa_K1878002;BBa_K1878003;BBa_K1878004;BBa_K1878005;BBa_K1878006;BBa_K1878007;BBa_K1878008;BBa_K1878009,"Detection of Inflammation and Cancer Biomarkers Using Photoacoustic Imaging
","Our goal is to report inflammation and cancer in the gut through photoacoustic imaging of engineered E. coli that express the bacterial pigment violacein, as well as the near-infrared fluorescent proteins iRFP670 and iRFP713. To achieve this goal, we established a reference for reporter expression by constructing and assaying plasmids with an arabinose-inducible promoter and genes for the reporters. Then, we constructed plasmids with the same reporters, but with promoters responsive to nitric oxide and hypoxia, the two conditions indicative of gut inflammation in both mice and humans. Future studies include co-culturing and testing the engineered bacteria with colon cancer cells, and developing new constructs to enable bacteria to report in the presence of malignant tumors. Photoacoustic imaging provides a non-invasive alternative for the detection of cancer and internal inflammation; success in this investigation would create new opportunities for infectious disease research.
"
122,Rice_University,North America,United States,,13,Accepted,2008,http://2008.igem.org/Team:Rice_University,Collegiate,gold medal,Best Presentation- Runner Up,BBa_K122008;BBa_K122009;BBa_K122010;BBa_K122013;BBa_K122014;BBa_K122015;BBa_K122000;BBa_K122001;BBa_K122002;BBa_K122003;BBa_K122004;BBa_K122005;BBa_K122006;BBa_K122007;BBa_K122011;BBa_K122012;BBa_K122016;BBa_K122020;BBa_K122021,"-- Not provided yet --
","-- No abstract provided yet --
"
345,RMIT_Australia,Asia,Australia,Health & Medicine,13,Accepted,2010,http://2010.igem.org/Team:RMIT_Australia,Collegiate,bronze medal,,BBa_K345000;BBa_K345666;BBa_K345669,"A Recombinant Peptide Expression System That Exploits Taq Polymerase as a carrier Molecule 
","The RMIT 2010 iGEM team has attempted to create a biological system that will produce peptides at a low economic cost. This biological machine includes the use of a T7 promoter regulated by the Lac elements to express a soluble thermostable protein carrier molecule with an attached peptide of interest. Taq polymerase will be attached to this peptide via a thermolabile bond allowing the peptide to be cleaved using just temperature. The polymerase has furthermore been mutated in such a way to avoid interactions with nucleic acids, thus diminishing the effects it may have in the bacterial host cell. This system can be adopted and enhanced to produce libraries or large scales of peptides/drugs without the high price tag attached to then be distributed to large communities that otherwise cannot afford the cost of research nor treatment. 
"
1721,Rock_Ridge_Virginia,North America,United States,High School,19,Accepted,2015,http://2015.igem.org/Team:Rock_Ridge_Virginia,High School,bronze medal,,,"A Living Vaccine to Combat Insect-Borne Diseases
","Lyme disease is carried by the Lyme bacteria. The ability of Lyme to adapt to its different hosts’ environments has made this disease difficult to treat and detect. Our project, uses this ability to specifically target Lyme when it is found in Ticks.  Our construct expresses three proteins: OspA, which binds to the tick's TROSPA in the gut and prevents Lyme infection, Wolbachia Surface Protein, which allows for vertical transmission of the Live Vaccine bacteria and it also tempers the insect’s immune system, and GFP, which is used as an indicator protein. The construct is transfected in DH5Alpha E. Coli and it is tested in Drosophila (to check for vertical transmission) before being inserted into ticks. Since Lyme disease is not the only vector-born disease originated in insects, this Live Vaccine can be used for other diseases such as West Nile Virus, Dengue, Malaria, Yellow Fever etc . 
"
588,Rutgers,North America,United States,Information Processing,18,Accepted,2011,http://2011.igem.org/Team:Rutgers,Collegiate,bronze medal,,BBa_K588000;BBa_K588001;BBa_K588100;BBa_K588101,"Complex Circuits in Synthetic Biology
","""The Rutgers iGEM Team designed two complex genetic circuits, Etch-a-Sketch and Full Adder, and created a software tool, MYS!S. The Etch-a-Sketch circuit enables a lawn of bacteria to be drawn on with a laser. This seemingly inconsequential task presents many engineering challenges: the bacteria need to be sensitive in order to respond to a laser pulse, yet selective to use in ambient lighting. The second circuit allows bacteria to emulate a digital full adder. The circuit makes use of individually non-functional split reporters that can reform functional reporters with the help of fused 'zipper' domains. In addition to the circuit, we have made easily fuse-able BioBricks of these domains in order to facilitate the engineering of more split proteins, which should assist in the creation of logic circuits. MYS!S aims to improve the parts registry by checking and giving directions to modify Biobricks to conform to assembly standards. ""
"
787,Rutgers,North America,United States,Food & Energy,8,Accepted,2012,http://2012.igem.org/Team:Rutgers,Collegiate,gold medal,,BBa_K787000;BBa_K787001;BBa_K787002;BBa_K787003;BBa_K787004,"Biofuels in Bacteria and Genetic Circuits 
","The current fossil fuel-dependent economy drives a demand for sustainable energy resources. Although much effort has gone into the production of ethanol, other biofuels, such as butanol, are superior. Butanol has a higher energy content, is less volatile, and is safer to use than ethanol. To develop strains of bacteria that produce high levels of 1-butanol we have introduced the genes coding for a biochemical pathway from Clostridium acetobutylicum into a mutant E. coli strain that produces a high level of NADH. The combination of these chemical pathways is predicted to increase the level of butanol production. Our second project, the Bacterial Etch-a-Sketch, features a complex network of gene expression and repression that enables a lawn of bacteria to respond to 470nm light. This task presents many engineering challenges: the bacteria need to be sensitive enough to respond to a laser pulse, yet selective enough to use in ambient lighting.
"
1206,Rutgers,North America,United States,Health & Medicine,14,Accepted,2013,http://2013.igem.org/Team:Rutgers,Collegiate,silver medal,,BBa_K1206000;BBa_K1206001,"Sensteria: Quorum Sensing E. Coli
","Our project aims at developing a self-regulatory system for the degradation of virulent factors. We plan to integrate quorum sensing and pon1 to create this system of self-regulation. Quorum sensing will be used to detect the presence of high cell densities and to activate pon1 upon detecting high cell density. Pon1, acting as a repressor, will degrade the signal molecules needed for quorum sensing and thus turn off quorum sensing as well as itself. It will reactivate upon the reactivation of quorum sensing and this cycle of self-regulation will persist. This prototype system is meant to test the application of this system but the main goal is to introduce this system to pseudomonas aeruginosa as a means to prevent the harm that it causes.
"
1556,Rutgers,North America,United States,Foundational Advance,12,Accepted,2014,http://2014.igem.org/Team:Rutgers,Collegiate,,,BBa_K1556000,"Cyanobacteria as a Platform for Dye Production
","Cyanobacteria inhabit a range of environments and exhibit an array of biogeochemical specific processes as they capture light and concentrate CO2 into biomass. They can be installed in a variety of location and can actually thrive in wastewater and assist in bioremediation. Like many molecules explored in materials applications, dye-stuffs are challenging to synthesize because of low yields over several expensive synthetic steps. Interestingly, dye motifs are produced in cyanobacteria in the form of tetrapyrollic dyes motifs including; heme, chlorophyll and phycocyanobilin (PCB), where PCB proteins have also been utilized in immunoassay kits. In fact, the biosynthesis of PCB is an attractive pathway to manipulate owing to the potential to prepare a myriad of tetrapyrrollic derivatives. These derivatives, have been studied extensively for light-based applications and the ability to genetically direct the bacterial synthetic machinery would be significantly beneficial towards CO2 sequestration, and the production of low-cost dyes.

"
2101,Ryerson_Toronto,North America,Canada,Manufacturing,10,Accepted,2016,http://2016.igem.org/Team:Ryerson_Toronto,Collegiate,,,BBa_K2101000,"Cyanobacteria as a Platform for Dye Production
","Cyanobacteria inhabit a range of environments and exhibit an array of biogeochemical specific processes as they capture light and concentrate CO2 into biomass. They can be installed in a variety of location and can actually thrive in wastewater and assist in bioremediation. Like many molecules explored in materials applications, dye-stuffs are challenging to synthesize because of low yields over several expensive synthetic steps. Interestingly, dye motifs are produced in cyanobacteria in the form of tetrapyrollic dyes motifs including; heme, chlorophyll and phycocyanobilin (PCB), where PCB proteins have also been utilized in immunoassay kits. In fact, the biosynthesis of PCB is an attractive pathway to manipulate owing to the potential to prepare a myriad of tetrapyrrollic derivatives. These derivatives, have been studied extensively for light-based applications and the ability to genetically direct the bacterial synthetic machinery would be significantly beneficial towards CO2 sequestration, and the production of low-cost dyes.

"
1469,Saarland,Europe,Germany,Health & Medicine,13,Accepted,2014,http://2014.igem.org/Team:Saarland,Collegiate,silver medal,,BBa_K1469001;BBa_K1469002;BBa_K1469003;BBa_K1469004;BBa_K1469005;BBa_K1469006;BBa_K1469007;BBa_K1469008;BBa_K1469009,"Project Rufus or the Force of the Naked Mole Rat 
","Cancer is not only one of the most common diagnoses, but also the leading cause of death worldwide. There are only limited therapeutic possibilities and these are mostly associated with adverse effects. A special form of hyaluronic acid has the potential to become an innovative therapeutic drug for the treatment of cancer. Originally discovered in connective tissues of Heterocephalus glaber this high-molecular-mass hyaluronic acid (HMM-HA) is supposed to mediate the cancer resistance in this species. Our aim is to employ a simple soil bacterium as an expression system for the first ever biotechnological production of this HMM-HA. After purification we want to test and further characterise its inhibitory effect on carcinogenesis in selected human cancer cell lines. We are confident that the anti carcinogenic properties and high biocompatibility of our synthesized HMM-HA will herald a new age of fighting cancer.
"
60,Saint_Petersburg,Asia,Russian Federation,Environment,12,Accepted,2007,http://2007.igem.org/Team:Saint_Petersburg,Collegiate,blocked medal,,BBa_I760000;BBa_I760001;BBa_I760005;BBa_I760010;BBa_I760011,"-- Not provided yet --
","-- No abstract provided yet --
"
2115,Saint_Rose_School_A,Latin America,Chile,High School,7,Accepted,2016,http://2016.igem.org/Team:Saint_Rose_School_A,High School,,,BBa_K2115000;BBa_K2115002;BBa_K2115004;BBa_K2115005,"The CoTracker
","Many people die every year due to Carbon monoxide poisoning, because it is present in different sources such as fires, businesses, and houses with heating systems. Currently there are only electrochemical detectors that sense the presence of this gas, however, we propose a biological detector that is easy to use, it has sensors based on promoters that detect levels of CO, features from the R.rubrum proteobacteria, which makes use of carbon monoxide as its main energy source. Through synthetic biology is possible to transfer these characteristics to other organisms such as E. coli, which in nature has no connection and the transfer of its genetic information is incompatible with this, allowing for innovative advances in scientific applications such as the generation of a biological CO detector to later incorporate this system into an accessory.
"
2119,Saint_Rose_School_B,Latin America,Chile,High School,9,Accepted,2016,http://2016.igem.org/Team:Saint_Rose_School_B,High School,,,BBa_K2119131;BBa_K2119313,"Bio-Lignin, a solution for the paper industry
","Currently it has been detected that the bleaching process in the paper industry generates most of the pollution and environmental issues that we know today, the main goal in the bleaching process is the elimination of the lignin out of the paper, having chromophore groups, responsible of a brown coloration on the unbleached paper pulps; it has been created different process decreasing the polluting factor, but has not been totally eliminated. In this investigation we propose the genetic modification of the yeast Saccharomyces cerevisiae as a lignin degradative organism at contact with the cellulose which we can accomplish with a gene called Lignin Peroxidase, an enzyme that oxidizes substructures not phenolic of the lignin, removing an electron from this and generating cationic radicals which are attacked enzymatically, in this way in order to produce a biological bleaching method that allows reducing contaminants residues from the paper industry.
"
1002,Salonica_Schools,Europe,Greece,,10,Accepted,2013,http://2013.igem.org/Team:Salonica_Schools,High School,,,,"-- Not provided yet --
","-- No abstract provided yet --
"
696,Saloniki_Greece_12,Europe,United States,,17,Accepted,2012,http://2012.igem.org/Team:Saloniki_Greece_12,High School,,,,"-- Not provided yet --
","-- No abstract provided yet --
"
1869,Santa_Clara,North America,United States,Manufacturing,7,Accepted,2015,http://2015.igem.org/Team:Santa_Clara,Collegiate,silver medal,,BBa_K1869000;BBa_K1869001;BBa_K1869002,"Achieving greater microbial aciduricity through the Escherichia coli cyclopropane fatty acid system.
","Cyclopropane fatty acid (CFA) synthesis is triggered as a response to acid stress in Escherichia coli in order to chemical modify its lipid bilayer and decrease its permeability to surrounding acids. The addition of the cyclopropane ring to fatty acid chains creates a sterically hindered path for acidic compounds attempting to cross the plasma membrane, thereby reducing the passive entrance of unwanted acids. We are aiming to standardize this acid defense system so that it may be implemented in other microorganisms to increase their survival under low pH conditions. By utilizing acid-resistant microbes, it is possible to decrease the running costs of bioreactors that are hindered by acid buildup from metabolic processes. Moreover, given that microbes often transition to stationary phase during acid stress, this CFA system may enable higher cell densities and biosynthetic yields in cell cultures because genetically modified microorganisms may more readily tolerate acidic conditions during growth.
"
1665,San_Andres,Latin America,Chile,High School,8,Accepted,2015,http://2015.igem.org/Team:San_Andres,High School,bronze medal,,,"-- Not provided yet --
","-- No abstract provided yet --
"
1010,SCAU-China,Asia,China,Environment,17,Accepted,2013,http://2013.igem.org/Team:SCAU-China,Collegiate,gold medal,,BBa_K1010003;BBa_K1010004;BBa_K1010005;BBa_K1010006;BBa_K1010008,"Detection and degradation of organophosphorus compounds
","    Synthetic organophosphorus (OP) compounds, which are highly toxic contaminants in agro-environment and food security, have been widely applied to pesticides. Parathion is a typical representative of organophosphorus pesticides. This year, our goal is to construct a p-Nitrophenol sensor in E.coli, which is the degradation product of parathion, in order to reflect the existence of parathion. Besides, we try constructing a degradation system to solve the pollution problem. Considering the biosafety problem, we also design a suicide system in which the lethal genes are only triggered by declining p-Nitrophenol concentration. This will enable the bacteria to commit suicide when p-Nitrophnol is sufficiently degraded. 
"
1373,SCAU-China,Asia,China,Energy,18,Accepted,2014,http://2014.igem.org/Team:SCAU-China,Collegiate,gold medal,,BBa_K1373000;BBa_K1373003;BBa_K1373010;BBa_K1373011;BBa_K1373012;BBa_K1373002;BBa_K1373004;BBa_K1373005;BBa_K1373006;BBa_K1373020,"High Efficiency MFC-Based Seawater Desalination Device
","In view of rapid depletion of traditional energy resources and increasing demand of desalination of seawater for fresh water, we aimed to enhance the electrogenic capacity of microbial fuel cells (MFC) by genetically modified bacteria and optimize the traditional microbial desalination cells (MDC) device. We knocked out the arcA gene, over-expressed the nadE gene and incorporated the porin OprF in cell membrane in E. coli. These modifications released the inhibition of metabolic enzymes in anaerobic condition of ArcA protein, also boosted up intracellular NAD+(H) level for higher electron transferring rate and provided membrane channels for electron exchange, by which the electrogenic capacity of the MFC was collectively enhanced resulting in a high efficient seawater desalination in MDC system.
"
1959,SCAU-China,Asia,China,New Application,24,Accepted,2016,http://2016.igem.org/Team:SCAU-China,Collegiate,gold medal,Best Education & Public Engagement;Best New Application Project;Best Plant Synthetic Biology;Finalist;Nominated for Best Education & Public Engagement;Nominated for Best New Application Project;Nominated for Best Plant Synthetic Biology;Second Runner Up,BBa_K1959000;BBa_K1959001;BBa_K1959002;BBa_K1959003,"aSTARice -- astaxanthin biosynthesis in rice endosperm
","Astaxanthin is a naturally-occurring keto-carotenoid found in microalgae, salmon, shrimp, crustaceans, and the feathers of some birds. It provides the red color of salmon meat and cooked shellfish.Because astaxanthin is a powerful antioxidant with great value in medical and health care,it is meaningful to make astaxanthin an accessible health product.Currently, the industrial ways to produce astaxanthin are extract from microalgae Haematococcus pluvialis,Phaffia yeast,shrimp processing waste and chemical product.However these ways aren’t safety enough and the purification is difficult. While higher plants are supposed to be an efficient and safe bioreactor to produce astaxanthin,because it has advanced protein processing system to produce complex product.So we think about using higher plant to  produce astaxanthin.In our project,we take rice endosperm as the bioreactor of astaxanthin production,and use a technique called multiple-gene metabolic engineering to specifically express astaxanthin in rice endosperm. In this way, rice endosperm can produce and store astaxanthin.


"
2143,SCSU-New_Haven,North America,United States,Diagnostics,11,Accepted,2016,http://2016.igem.org/Team:SCSU-New_Haven,Collegiate,bronze medal,,BBa_K2143000;BBa_K2143001,"One Breath One Result : Detecting Tuberculosis using Volatile Organic Compounds
","An active Tuberculosis infection causes various volatile organic compounds (VOC) to be produced. One VOC is 1-Methylnapthlene which can be broken down and used to activate the Naphthalene Regulator transcription factor (NahR) native to Pseudomonas putida. Using two mutants of NahR we can produce a sensitive switch with a positive feedback loop ensuring small traces of VOC found in the breath can be detected. Our device consists of four parts. The Degrader, an operon which breaks 1-Methylnapthelene into 3-Methlysalicylate. The Detector, which contains NahR and Psal, a promoter requiring NahR and 3-Methylsalicylate for activation. The Degrader and Detector work in conjunction to turn on the production of the next two parts. The Feedback loop codes for a mutant of NahR that can activate Psal alone. Lastly, the Reporter produces tyrptophanase which in the presence of enzymes from the Degrader will produce indigo, an insoluble dye compound.

"
1375,SCU-China,Asia,China,Information Processing,26,Accepted,2014,http://2014.igem.org/Team:SCU-China,Collegiate,bronze medal,,BBa_K1375000;BBa_K1375001;BBa_K1375002;BBa_K1375003;BBa_K1375004;BBa_K1375005;BBa_K1375008;BBa_K1375019;BBa_K1375020;BBa_K1375024;BBa_K1375006;BBa_K1375007;BBa_K1375009;BBa_K1375010;BBa_K1375011;BBa_K1375012;BBa_K1375013;BBa_K1375014;BBa_K1375015;BBa_K1375016;BBa_K1375017;BBa_K1375018;BBa_K1375021;BBa_K1375022;BBa_K1375023;BBa_K1375025;BBa_K1375026;BBa_K1375027;BBa_K1375028;BBa_K1375029;BBa_K1375030;BBa_K1375031;BBa_K1375032,"Imperial Edict:Simulating Signal Analysis & Transfer Using E.coli
","Our project is focusing on using the simple prokaryotes to imitate the nerve system which exists in the advanced animals widely. As we all known, the nerve system of advanced animals like human consists of 3 major parts: the receptive neurons, the central neurons, and the effector cells. Correspondingly, we separate bacteria into 3 different communities to execute different functions and we name these 3 communities as Receptor, Transmitter, and Effector. In details, we replace the neurotransmitter by AHL family and in the meanwhile, we construct the multiple promoter to simulate the procedure of signal receiving and processing. In addition, for the sake of achieving the signal transmitting and analyzing, we isolate a new cell quorum sensing system—the PPYs signal pathway from photorhabdus luminescence. The mechanism of this PPYs signal pathway is similar to the AHLs pathway. 
"
1919,SCU-China,Asia,China,New Application,26,Accepted,2016,http://2016.igem.org/Team:SCU-China,Collegiate,silver medal,,BBa_K1919000;BBa_K1919001;BBa_K1919002;BBa_K1919003;BBa_K1919100;BBa_K1919101;BBa_K1919102;Mutant type cIts repressor of device BBa_K1919100;BBa_K1919200;BBa_K1919204;BBa_K1919205;BBa_K1919206;BBa_K1919214;BBa_K1919233;BBa_K1919300;BBa_K1919301;BBa_K1919302;BBa_K1919303;BBa_K1919304;BBa_K1919305;BBa_K1919400;BBa_K1919500,"Look What They've Done To My Shoes!
","Foot odor and athlete's foot are close ""friends"" of human beings and lead to daily problems. This year, we designed an innovative insole called ""Comfootable"" to prevent them with two strains of engineered E.coli, whose names are ""Rihanna"" and ""Drake"" respectively.

VHb gene is involved in both strains to enhance their growth ability in tough environment and some genes in two strains are knocked out to keep the strains themselves odorless. In strain ""Rihanna"", antimicrobial peptide CecropinXJ is supposed to be released and attack pathogens after foot temperature inducement. In strain ""Drake"", liv operon/polyleucine peptide/aminocyl-tRNA and aarC are expected to remove the malodor in shoes.

This insole has specialized structure and proper material to make sure the successful diffusion of substrate, the availability of microorganism growth and the biosafety. Furthermore, we did a lot of modeling works, and we hope our product will be available on the market some day.

"
1072,SCUT,Asia,Hong Kong,Information Processing,18,Accepted,2013,http://2013.igem.org/Team:SCUT,Collegiate,silver medal,,BBa_K1072020;BBa_K1072000;BBa_K1072002;BBa_K1072003;BBa_K1072004;BBa_K1072007;BBa_K1072008;BBa_K1072009;BBa_K1072010;BBa_K1072011;BBa_K1072015;BBa_K1072016;BBa_K1072018;BBa_K1072019;BBa_K1072023,"E.cerevisiae
","E.cerevisiae is a sophisticated signal transport system between E.coli and S.cerevisiae. Producer, the E.coli, is assigned to distribute a special volatile—butanedione periodically with a stable oscillation circuit, which defines the meaning of the signal. On the other side, Sniffer，the yeast, transplanted with a nose from nematode, can respond to the signal immediately. We hope this can realize the communication between prokaryotes and eukaryotes for the further research on symbiosis.
"
